location_name,lat,lon,centreline_id,centreline_type,total_vehicle,total_pedestrian,collision_count,fatal_count,n_schools,n_childcare,n_libraries,n_community_centres,n_emergency_services,ltc_beds_nearby,score_traffic,score_collision,score_impact,score_density,priority_score
Ellesmere Rd / Kennedy Rd,43.7658174469517,-79.2810821983869,13447843,2,72545,8176,6,2,0,1,0,0,0,591,1.0,0.45161290322580644,0.30759493670886073,0.24561611374407583,0.594145114845212
Dundas St E / Sherbourne St,43.6582946989974,-79.3710320738273,13465366,2,16181,6979,11,5,1,3,0,2,0,0,0.2228093797372388,1.0,0.11044303797468354,0.8739928909952607,0.5374711796024964
Keele St / Steeles Ave W,43.7815419268332,-79.4944988466362,13446042,2,58824,879,10,2,0,0,0,0,0,0,0.8113776539720823,0.5806451612903226,0.0,0.1235781990521327,0.4995658052470549
Gardiner Expy E Lower Jarvis Ramp / Lake Shore Blvd E / Lakeshore W Gardiner Expy / Lower Jarvis St,43.6456312564085,-79.3698554090462,13467437,2,34490,6572,15,3,3,2,0,2,0,0,0.4757112110171379,0.8709677419354839,0.1281645569620253,0.0,0.4969705449258227
Dixon Rd / Islington Ave,43.6970494522127,-79.5467316982141,13459022,2,28254,2430,10,4,2,2,0,1,0,0,0.38921474993254823,0.8387096774193549,0.07800632911392405,0.2580568720379147,0.4711805025997423
Bathurst St / Lawrence Ave W,43.7192762668907,-79.4297598973389,13455135,2,51251,6154,7,1,7,3,1,1,1,0,0.7062395973985155,0.3548387096774194,0.3030590717299578,0.2493483412322275,0.45692405594579144
Martin Grove Rd / Dixon Rd,43.6915924887101,-79.5708382592862,13460075,2,43640,1581,10,2,1,0,0,0,1,0,0.6017032889952599,0.5806451612903226,0.12932489451476792,0.06617298578199052,0.4463042350811065
Finch Ave W / Oakdale Rd / Norfinch Dr,43.7559285558294,-79.5242871018287,13449708,2,45408,1410,6,1,2,0,0,0,1,436,0.6253632012634494,0.3225806451612903,0.36330291931718384,0.37215639810426543,0.4416565699225221
Kennedy Rd / Eglinton Ave E,43.7322510953672,-79.2679749889939,13452869,2,44016,5611,7,2,3,2,1,0,0,0,0.6067633364036309,0.4838709677419355,0.09066455696202531,0.41652843601895734,0.44150776144524906
Bloor St W / Dundas St W (East),43.6563210256757,-79.4524538746395,13465876,2,30247,17206,12,2,1,2,0,0,0,0,0.4165947666257528,0.6451612903225806,0.027848101265822784,0.583590047393365,0.43554324492441776
Lawrence Ave E / Warden Ave,43.745376510284,-79.2947303931863,13450818,2,55886,3185,5,2,0,1,0,0,0,0,0.7705348721642331,0.41935483870967744,0.007594936708860758,0.1613744075829384,0.4341178269059346
Wilson Ave / Jane St,43.7209154250532,-79.5086344158593,13455040,2,45370,12221,7,2,2,0,1,1,1,0,0.6252144219118794,0.4838709677419355,0.2169831223628692,0.0,0.431576510851409
Kennedy Rd / Lawrence Ave E,43.7495093434316,-79.2749496062131,13450163,2,55293,6158,6,1,2,0,0,1,0,128,0.7621951143556214,0.3225806451612903,0.12779107498554262,0.24561611374407583,0.4297913422024352
Spadina Ave / Dundas St W,43.6529319025589,-79.3980443881154,13466288,2,23821,36481,8,3,4,4,0,0,0,0,0.32800287435633896,0.6451612903225806,0.0810126582278481,0.6994075829383887,0.4267507475770303
Martin Grove Rd / Eglinton Ave W,43.6744777585563,-79.5631767235789,13463137,2,54911,1801,10,1,1,0,0,0,0,0,0.756700053188747,0.45161290322580644,0.012658227848101264,0.0,0.4254411803147139
Kingston Rd / Lawrence Ave E,43.7676530188982,-79.1896094920962,13447347,2,46778,5265,7,2,1,1,0,1,0,0,0.6446476013489415,0.4838709677419355,0.05775316455696203,0.16919431279620853,0.4234515633728202
Sheppard Ave E / Victoria Park Ave,43.7752446172566,-79.3230171093311,13446551,2,50547,10351,4,2,1,2,0,0,0,0,0.6960741450822235,0.3870967741935484,0.027848101265822784,0.3582345971563981,0.4205029017153245
William R Allen Rd / Sheppard Ave W,43.750251132539,-79.4633903603331,13450458,2,67593,2397,6,0,1,0,0,0,1,0,0.9321612315507627,0.1935483870967742,0.12932489451476792,0.0,0.4198633454295915
Allen Rd / Transit Rd / William R Allen Rd / Wilson Hs S Allen Rd Ramp,43.7418246574589,-79.4543107234713,13451786,2,60961,0,5,1,0,0,0,0,0,0,0.8403633011146144,0.2903225806451613,0.0,0.2357227488151659,0.4193123334974381
Steeles Ave E / Yonge St / Steeles Ave W,43.7980294054522,-79.420060868408,13443870,2,59725,11249,7,1,1,0,0,0,0,0,0.8232434311316138,0.3548387096774194,0.012658227848101264,0.0,0.41486039485278187
Brimley Rd / Eglinton Ave E,43.7366964550548,-79.2480845868724,13452119,2,41978,3655,11,1,0,0,0,0,0,0,0.5784967060571147,0.4838709677419355,0.0,0.41771327014218007,0.4136000128438856
Keele St / Lawrence Ave W,43.7086593133205,-79.4780621841021,13456952,2,50141,7428,8,1,1,0,0,0,1,0,0.6912467261983083,0.3870967741935484,0.12932489451476792,0.0,0.4032852040401034
Dufferin St / St Clair Ave W,43.6779493245737,-79.4430772259365,13462285,2,24501,16041,8,2,4,3,1,1,1,0,0.3373055034603641,0.5161290322580645,0.265084388185654,0.4430094786729858,0.3960199130058794
Lawrence Ave W / Weston Rd,43.7001581962127,-79.5162013470612,13458367,2,29648,7443,11,1,3,0,0,1,1,0,0.40860704149414556,0.4838709677419355,0.19214135021097045,0.4263625592417062,0.3934318291989931
Spadina Ave / Grange Ave (North),43.6518981908994,-79.3976361478302,13466457,2,12760,3526,6,4,2,5,0,0,0,0,0.1757852003573772,0.7096774193548387,0.06329113924050632,0.6994075829383887,0.3925109030412157
Bathurst St / Eglinton Ave W,43.7009925194722,-79.4255619572936,13458084,2,43966,7207,7,1,1,2,0,0,0,0,0.6057467421766154,0.3548387096774194,0.027848101265822784,0.477132701421801,0.38948779854425675
Markham Rd / Finch Ave E,43.8129710942175,-79.2430763785409,13442251,2,54846,2211,7,1,0,0,0,0,0,0,0.7565969163857706,0.3548387096774194,0.0,0.0,0.3890024691221165
Avenue Rd / Wilson Ave,43.7398717285074,-79.4216471196524,13452017,2,53988,3469,3,1,2,2,1,1,0,0,0.7437962173338096,0.22580645161290322,0.11550632911392406,0.2493483412322275,0.38739703407735704
Kennedy Rd / McNicoll Ave,43.8121368888185,-79.3019453667787,13442363,2,46557,2119,4,2,0,0,0,1,0,160,0.6414656733739182,0.3870967741935484,0.11871827411167513,0.0,0.3837405114709483
Lawrence Ave E / Pharmacy Ave,43.7432425201953,-79.3046455745441,13451212,2,41749,1680,4,2,2,1,0,1,0,166,0.574752511132182,0.3870967741935484,0.15467535179592623,0.1613744075829384,0.3837197609814847
McCowan Rd / Lawrence Ave E,43.7555485285071,-79.2454227767629,13449204,2,25691,1035,9,3,0,1,0,0,0,204,0.35387546743178716,0.6774193548387096,0.11114823620124653,0.0,0.3831828350349231
Don Mills Rd / Eglinton Ave E,43.7205008067867,-79.3388738773367,13454752,2,55779,3494,6,1,0,0,0,0,0,0,0.7688515226112098,0.3225806451612903,0.0,0.0,0.38200125872037505
Albion Rd / Islington Ave,43.7372367253354,-79.5653055664202,13452733,2,42808,1891,6,1,1,2,0,1,0,290,0.5898181892286056,0.3225806451612903,0.21255622309323396,0.1854265402843602,0.3803934906835464
Burnhamthorpe Rd / The West Mall,43.6445529513728,-79.5672501929689,13467918,2,41923,1770,6,1,1,1,0,0,0,191,0.5774265421639974,0.3225806451612903,0.11720747927777421,0.38992890995260665,0.37743690241466615
Lake Shore Blvd W / Lakeshore E Parkside Ramp / Parkside Dr / Parkside Dr S Lakeshore Blvd E Ramp,43.6383694457299,-79.453519595513,13468486,2,63917,343,1,0,0,0,0,0,0,0,0.880681027954701,0.03225806451612903,0.0,0.5677132701421801,0.3763000093790085
Eglinton Ave E / Victoria Park Ave,43.7247230236681,-79.3026450146389,13454107,2,44756,2625,7,1,0,1,1,0,0,0,0.6164341179146315,0.3548387096774194,0.04509493670886076,0.21516587677725119,0.3704810646767151
Yonge St / Florence Ave / Avondale Ave,43.7582261897779,-79.4101240155436,13449158,2,62652,4321,5,0,4,1,0,0,0,0,0.8629594117292569,0.16129032258064516,0.058227848101265814,0.0,0.37013297662871886
Lake Shore Blvd W / Windermere Ave (North),43.6352027935793,-79.468181183068,13468807,2,64654,1565,0,0,0,1,0,0,0,0,0.8901454756827287,0.0,0.007594936708860758,0.5677132701421801,0.3698412308449452
Ellesmere Rd / McCowan Rd,43.77214202457,-79.2514984298459,13446827,2,46299,2994,12,0,2,2,0,0,0,0,0.6381193393007241,0.3870967741935484,0.04050632911392405,0.0,0.3669269055457801
Bathurst St / Queen St W,43.6471882955141,-79.4040105008155,13467252,2,20691,14059,7,2,1,0,0,0,1,0,0.28479745776727344,0.4838709677419355,0.12932489451476792,0.6994075829383887,0.36483968612501555
Weston Rd / Finch Ave W,43.7520899967287,-79.5423805730948,13450342,2,37890,3007,7,2,0,1,0,0,0,0,0.521937442281476,0.4838709677419355,0.007594936708860758,0.09300947867298578,0.36285287871726474
College St / Ossington Ave,43.6543887000655,-79.4226792245877,13466116,2,19789,9065,6,2,4,7,1,0,1,0,0.27244817036758795,0.45161290322580644,0.257964135021097,0.5669431279620853,0.361708515558116
Finch Ave E / Warden Ave,43.7967729924067,-79.3157661119973,13443837,2,41587,8561,6,2,1,0,0,0,0,0,0.5731221962619106,0.45161290322580644,0.012658227848101264,0.0,0.3611889303903212
Lawrence Ave E / Victoria Park Ave,43.742144041438,-79.3097937564015,13451412,2,54976,3664,5,0,0,0,0,0,1,0,0.7571192697220426,0.16129032258064516,0.11666666666666665,0.1613744075829384,0.36091413139756784
Dixon Rd / Kipling Ave,43.6942496399176,-79.5586491268778,13459576,2,50234,5039,8,0,0,1,0,0,0,0,0.6923219704365292,0.25806451612903225,0.007594936708860758,0.2580568720379147,0.35995994484351007
Bathurst St / Steeles Ave W,43.7924619730851,-79.4457267500224,13444609,2,27534,2605,8,3,0,0,0,0,0,0,0.37900284315985555,0.6451612903225806,0.0,0.0,0.3584574467188526
Black Creek Dr / Eglinton Ave W,43.6883683679393,-79.4828783460221,13460466,2,42480,698,6,1,0,1,0,2,1,0,0.5850153998213984,0.3225806451612903,0.1992616033755274,0.0,0.3575109364190465
Kingston Rd / Morningside Ave,43.7706126705875,-79.1868657256296,13446901,2,44703,4681,6,1,1,1,0,1,0,0,0.6159622573672491,0.3225806451612903,0.05775316455696203,0.16919431279620853,0.35696008007600205
Victoria Park Ave / Eglinton Sq / O'Connor Dr,43.7233809777308,-79.3021002807298,13454288,2,32852,2716,4,2,0,1,1,0,0,316,0.45232811497023695,0.3870967741935484,0.20550102807941914,0.21516587677725119,0.3564155045009338
Warden Ave / Continental Pl,43.7635628587433,-79.3012973879332,13448201,2,38535,211,5,2,0,0,0,1,0,0,0.531210529701314,0.41935483870967744,0.0375,0.1613744075829384,0.3563353197021408
Eglinton Ave E / Bayview Ave,43.7110516102492,-79.3770884313388,13456348,2,44638,5164,6,1,2,1,0,0,0,0,0.6153427108448211,0.3225806451612903,0.03291139240506329,0.21303317535545024,0.35615877061869666
Sheppard Ave E / Bayview Ave,43.7665892748458,-79.3880562118249,13447964,2,66821,2408,2,0,2,3,0,0,0,0,0.9200475930937562,0.06451612903225806,0.04810126582278481,0.0,0.3542175559086619
Keele St / Sheppard Ave W / Downsview Park Trl,43.7447775148545,-79.4864524329401,13451388,2,46417,2485,7,1,1,1,0,0,0,0,0.6393055590529145,0.3548387096774194,0.020253164556962026,0.0,0.35200112696700925
Birchmount Rd / Steeles Ave E,43.8214068251895,-79.3169115120963,13441903,2,23362,495,9,3,0,0,0,0,0,0,0.3217529840434175,0.6774193548387096,0.0,0.0,0.34971031860874446
Lake Shore Blvd W / Colborne Lodge Dr (North),43.6379701320031,-79.458966334314,13468529,2,37223,56,2,2,0,0,0,0,0,0,0.5128815563115282,0.3225806451612903,0.0,0.5677132701421801,0.34918309752970444
University Ave / Queen St W,43.6508528477739,-79.386628630332,13466604,2,28438,30923,12,0,3,4,1,1,2,0,0.3915638173432245,0.3870967741935484,0.37668776371308016,0.0,0.34786875978048654
Albion Rd / Finch Ave W,43.7411237317213,-79.5892207941569,13452171,2,31618,4232,7,1,1,1,0,0,1,0,0.4352849354356879,0.3548387096774194,0.1369198312236287,0.4319312796208531,0.34712036999639856
Birchmount Rd / Lawrence Ave E,43.7475186936741,-79.2848367471145,13450484,2,51844,3800,3,0,0,0,1,1,1,0,0.714308206642136,0.0967741935483871,0.19166666666666665,0.24561611374407583,0.346773784774424
Kennedy Rd / Sheppard Ave E,43.7832868612079,-79.2882637284158,13445476,2,43406,2636,5,1,2,0,0,0,0,0,0.5977039410255307,0.2903225806451613,0.025316455696202528,0.3005331753554502,0.3459258912595277
Kennedy Rd / Finch Ave E,43.8012682332411,-79.296598761874,13443302,2,49556,4201,5,1,2,0,0,0,0,0,0.6830139219580549,0.2903225806451613,0.025316455696202528,0.0,0.34573106705036616
Brimley Rd / Lawrence Ave E / Gatineau Hydro Corridor Trl,43.7535269476256,-79.2553672137535,13449501,2,50130,2619,2,1,1,1,0,0,0,300,0.6905772651096643,0.1935483870967742,0.17253742851635287,0.0,0.343951463975524
Finch Ave E / Victoria Park Ave,43.7931064603841,-79.3314124245232,13444318,2,40399,2908,5,2,0,1,0,0,0,0,0.5563726260553472,0.41935483870967744,0.007594936708860758,0.0,0.3430236000095307
Don Mills Rd / Lawrence Ave E,43.7371733475081,-79.3434482925549,13452266,2,51296,6992,5,0,2,1,1,1,0,0,0.7067964394657816,0.16129032258064516,0.10791139240506328,0.1643957345971564,0.3418522186569776
Wilson Ave / Keele St,43.7266423862854,-79.4820697367177,13454197,2,55234,10678,6,0,0,0,1,0,0,0,0.7616324347042707,0.1935483870967742,0.0375,0.0,0.34181328763036567
Ellesmere Rd / Brimley Rd,43.7700741055861,-79.2613049400003,13447139,2,46784,1632,5,1,1,2,0,1,0,0,0.6449236048361936,0.2903225806451613,0.06534810126582279,0.0,0.3404057851716387
Wilson Ave / Tippett Rd / Wilson Heights Blvd,43.7345893242007,-79.447231148554,13452897,2,31429,3499,6,2,2,1,0,0,0,0,0.43304437600573886,0.45161290322580644,0.03291139240506329,0.2357227488151659,0.3397846010935701
Warden Ave / Sylla Ave,43.7638695216999,-79.3014330669642,13448148,2,35064,156,5,2,0,0,0,1,0,0,0.48328655184167957,0.41935483870967744,0.0375,0.1613744075829384,0.33956192745126873
Bathurst St / Sheppard Ave W,43.7554584208982,-79.4384816472725,13449607,2,41180,2900,9,0,1,1,0,2,0,0,0.5669483084240005,0.2903225806451613,0.09525316455696202,0.20005924170616113,0.3391013682562152
Ellesmere Rd / Midland Ave,43.7679249528153,-79.2711104383094,13447496,2,48479,2638,5,1,1,0,0,0,0,0,0.6687630193723602,0.2903225806451613,0.012658227848101264,0.0,0.33821160557575275
Keele St / Finch Ave W,43.7635021555313,-79.4910534144186,13448570,2,36420,3438,7,1,1,0,0,0,1,0,0.5016591359449682,0.3548387096774194,0.12932489451476792,0.1235781990521327,0.3379970447760025
Jane St / Finch Ave W,43.7572638151144,-79.5176907095935,13449500,2,42668,8856,5,0,2,3,0,0,0,276,0.5877470515206507,0.16129032258064516,0.18820278866542442,0.37215639810426543,0.33701927847896496
Gerrard St E / Parliament St (South),43.6619448047127,-79.3670137394001,13464785,2,18435,5726,5,1,2,7,1,0,1,0,0.25376700566480825,0.2903225806451613,0.23264767932489452,1.0,0.33696089107346827
Sheppard Ave E / Yonge St / Sheppard Ave W,43.7615088336952,-79.4109379794896,13448689,2,54597,20006,5,0,5,3,0,0,0,0,0.7521002743333202,0.16129032258064516,0.08607594936708861,0.0,0.3369018987933056
Danforth Rd / St Clair Ave E,43.7168550697947,-79.2598999011494,13455129,2,30343,818,6,2,1,1,0,0,0,0,0.4177551645149222,0.45161290322580644,0.020253164556962026,0.2825829383886256,0.33658775045950995
Gardiner Expy E Spadina Ave Ramp / Lake Shore Blvd W / Lower Spadina Ave / Spadina Ave / Waterfront Trl,43.6385395839249,-79.3922303058227,13468377,2,47208,5985,2,1,2,3,0,1,1,0,0.6504012053032485,0.1935483870967742,0.20226793248945146,0.0,0.3358359438378983
Eglinton Ave E / Midland Ave,43.7345306885802,-79.2581043075558,13452476,2,26594,1851,7,2,1,3,0,1,1,0,0.36640316096882836,0.4838709677419355,0.1896097046413502,0.0,0.33551788597703736
Danforth Ave / Main St,43.6881452806703,-79.3018314999925,13460034,2,22731,12028,10,1,2,5,0,1,0,0,0.3131937171270065,0.45161290322580644,0.10079113924050631,0.47618483412322277,0.33545902838390806
Dufferin St / Eglinton Ave W,43.6956920028916,-79.4502789805454,13459036,2,35207,11292,5,2,3,2,1,0,0,0,0.4852589803707635,0.41935483870967744,0.09066455696202531,0.0,0.33474774807055935
Lawrence Ave E / Railside Rd / Underhill Dr,43.7407903739965,-79.3247058915566,13451645,2,52546,1093,1,1,1,0,0,0,0,0,0.7241806051318153,0.16129032258064516,0.012658227848101264,0.2197867298578199,0.3344251432547634
Weston Rd / Keele St / St Clair Ave W,43.6725345095756,-79.467623432041,13463232,2,36486,11018,7,1,0,1,0,0,0,0,0.5023880129592042,0.3548387096774194,0.007594936708860758,0.32239336492890996,0.3337876767574814
Jane St / Steeles Ave W / Black Creek,43.7754707541951,-79.5217354553721,13446896,2,54317,2250,6,0,0,1,0,0,0,0,0.7495427699734668,0.1935483870967742,0.007594936708860758,0.0,0.3316008923163565
Kipling Ave / Finch Ave W / Kipling Ave Bicycle Trl,43.7432636041613,-79.5821160426603,13451819,2,32939,3429,7,1,2,1,0,0,1,0,0.4535269378835939,0.3548387096774194,0.14957805907172994,0.1854265402843602,0.3313862424891366
Don Mills Rd / Overlea Blvd / Gateway Blvd,43.7099964553998,-79.3343949847785,13456414,2,41376,3477,6,0,3,2,0,0,0,0,0.5701099688612067,0.1935483870967742,0.053164556962025315,0.5347156398104266,0.331384899958741
Markham Rd / Milner Ave,43.789554469277,-79.237058521536,13444590,2,51388,1961,1,1,0,2,0,0,1,0,0.7089988121009371,0.16129032258064516,0.13185654008438819,0.0,0.3309725051554314
Lawrence Ave W / South Station St,43.7003548421998,-79.5153239757497,13458331,2,16671,1512,11,1,3,0,0,1,1,0,0.22963631397002918,0.4838709677419355,0.19214135021097045,0.4263625592417062,0.3307920745655524
Jarvis St / Wellesley St E,43.6662766529473,-79.3783349455854,13464096,2,27596,9290,6,1,10,3,1,1,0,390,0.3799140758243064,0.3225806451612903,0.422336631754803,0.0,0.3303404786959194
Finch Ave E / Bayview Ave / Don River E Branch,43.7850055992226,-79.3921474261523,13445452,2,57441,765,2,0,2,3,0,1,0,127,0.7909879450988591,0.06451612903225806,0.15006827089892694,0.0,0.3294400801256764
College St / Bathurst St,43.6564657854785,-79.4077021231845,13465757,2,22330,12676,7,0,3,4,0,0,1,350,0.3074132391069045,0.22580645161290322,0.3626860716657029,0.6994075829383887,0.3291048643789122
Lawrence Ave E / Bellamy Rd N,43.7577217927048,-79.2352672256062,13448868,2,39471,1441,4,2,0,1,0,0,0,0,0.5437470919816411,0.3870967741935484,0.007594936708860758,0.0,0.3273143405030884
St Clair Ave W / Old Weston Rd,43.673544275262,-79.463017598086,13463080,2,20751,1654,9,1,1,1,1,0,1,0,0.28552148564285235,0.41935483870967744,0.1744198312236287,0.4502962085308057,0.32662030062119174
Morningside Ave / Milner Ave,43.8002804561421,-79.1990803146578,13443245,2,23015,651,7,3,0,0,0,0,0,0,0.31671189349808265,0.6129032258064516,0.0,0.0,0.32536529175658696
McCowan Rd / Milner Ave / Channel Nine Crt,43.7853815369203,-79.2564756878401,13445175,2,50537,1130,5,0,2,1,0,0,0,0,0.6970846322367592,0.16129032258064516,0.03291139240506329,0.179739336492891,0.3249874463163933
Eglinton Ave E / Pharmacy Ave,43.7256446008783,-79.2975504554469,13453978,2,40344,3325,6,1,0,0,0,0,0,0,0.5554313477069509,0.3225806451612903,0.0,0.1613744075829384,0.3234416382621782
Dupont St / Bathurst St,43.6731567824965,-79.414358705432,13463030,2,35280,4389,5,0,0,1,0,1,1,0,0.48595981613287925,0.16129032258064516,0.16176160337552742,0.643542654028436,0.3232441346276826
McCowan Rd / Finch Ave E,43.8080266839461,-79.2665062754667,13442643,2,33844,6008,7,1,1,1,1,0,0,0,0.4664168955681404,0.3548387096774194,0.05775316455696203,0.232760663507109,0.32226616109804923
University Ave / Richmond St W,43.6500869990893,-79.3862911434379,13466730,2,32267,24418,7,1,2,4,0,1,1,0,0.44438703405231655,0.3548387096774194,0.20986286919831224,0.0,0.32170158414507
Lake Shore Blvd W / Martin Goodman Trl (East),43.6342396436212,-79.4384441693484,30121299,2,10484,114,6,3,1,1,0,0,0,56,0.14414992100411067,0.5806451612903226,0.048679560496048324,0.5677132701421801,0.32018551791647926
Islington Ave / The Queensway,43.6235995661002,-79.5147500282831,13469672,2,43697,1228,4,1,0,0,0,0,0,0,0.6016051251276026,0.25806451612903225,0.0,0.18951421800947868,0.3198357962407701
Queen St E / Sackville St,43.6562671144156,-79.3614498694254,13465673,2,7538,2124,3,2,4,5,0,1,2,0,0.10351821401958265,0.3548387096774194,0.35944092827004215,0.8739928909952607,0.3197123980474852
Don Mills Rd / Finch Ave E / Skymark Park Trl,43.7926604919921,-79.3547369597867,13444423,2,22562,2554,7,2,2,3,0,1,1,0,0.310834563524448,0.4838709677419355,0.20226793248945146,0.0,0.31860052244112447
Wilson Ave / Dufferin St,43.7320915545464,-79.4588912664704,13453281,2,30510,3428,3,2,0,0,0,0,1,0,0.42068655958063716,0.3548387096774194,0.11666666666666665,0.2357227488151659,0.31833945245516965
Finch Ave W / York Gate Blvd / Elana Dr,43.7567443148906,-79.5206727443547,13449584,2,34328,2041,3,1,2,2,0,0,0,276,0.47272349136205266,0.22580645161290322,0.18060785195656365,0.37215639810426543,0.3178226902429738
Scarlett Rd / Eglinton Ave W,43.6839620912168,-79.511457500501,13461355,2,47109,1696,8,0,0,0,0,0,0,0,0.6492116485493804,0.25806451612903225,0.0,0.0,0.3175466576374444
Avenue Rd / Queen's Park / Bloor St W,43.6687202679382,-79.3941414134356,13463747,2,26685,21613,6,1,4,1,0,0,0,0,0.36750381932600357,0.3225806451612903,0.058227848101265814,0.643542654028436,0.3175293975936496
Eglinton Ave W / Chiltern Hill Rd,43.7005351412687,-79.4277352281462,13458146,2,25796,3702,4,2,2,3,0,0,0,0,0.355344546995809,0.3870967741935484,0.04810126582278481,0.477132701421801,0.3171879857230121
Spadina Ave / Nassau St,43.6558499619619,-79.3992019191075,13465836,2,8530,7192,10,1,5,3,1,0,1,0,0.11725884810910896,0.45161290322580644,0.24024261603375527,0.6994075829383887,0.31709439446781035
Jameson Ave / Jameson Ave Gardiner Expy W Ramp / Lake Shore Blvd W,43.6333417600434,-79.434563360458,13468970,2,10490,299,9,2,1,1,0,0,0,128,0.1441459517994576,0.5483870967741935,0.08522778384630211,0.5677132701421801,0.3162034507842563
Keele St / Dundas St W,43.665405410222,-79.4645340244824,13464438,2,32379,7738,4,1,2,1,1,0,1,0,0.44621166368837645,0.25806451612903225,0.18707805907172995,0.32239336492890996,0.31615161124333
Sheppard Ave W / Sentinel Rd / Sunfield Park Trl,43.7436567279875,-79.4918111219744,13451553,2,26887,741,4,3,1,1,0,0,0,0,0.3701884948051711,0.5161290322580645,0.020253164556962026,0.0,0.31426176738352485
Wilson Ave / Faywood Blvd,43.7347542206922,-79.4464441212608,13452871,2,23701,687,7,2,2,1,0,0,0,0,0.32655434641524383,0.4838709677419355,0.03291139240506329,0.2357227488151659,0.313803413317542
Kipling Ave / Steeles Ave W / Kipling Ave Bicycle Trl,43.7595972080092,-79.5898847678205,13449294,2,18549,783,4,3,0,0,0,0,0,0,0.2553538150280837,0.5161290322580645,0.0,0.4319312796208531,0.3132121245122371
Bathurst St / Lake Shore Blvd W,43.6364779554631,-79.3996294171833,13468584,2,33645,11163,12,0,2,2,1,0,0,0,0.4631719214922177,0.3870967741935484,0.07800632911392405,0.0,0.3131953093128029
Weston Rd / Rogers Rd,43.6816090150349,-79.4767513987156,13461687,2,41526,2374,7,0,2,1,0,0,0,0,0.5725554921862613,0.22580645161290322,0.03291139240506329,0.2614928909952607,0.3121582479102463
Danforth Ave / Royal Dr,43.6760991940179,-79.3594214713806,13462393,2,25597,5242,7,1,2,1,0,0,0,175,0.35246305258811994,0.3548387096774194,0.12174387971470796,0.40106635071090047,0.31201102780697043
Avenue Rd / St Clair Ave W / Glenn Gould Park Trl,43.686640700237,-79.4014954850069,13460576,2,40254,4350,3,0,4,2,0,1,0,0,0.5541249654615918,0.0967741935483871,0.10332278481012658,0.6343601895734597,0.3119152815728639
Sheppard Ave E / Warden Ave,43.7787310966109,-79.3079059155557,13446075,2,35051,2990,6,1,0,0,0,0,0,0,0.4826004374167632,0.3225806451612903,0.0,0.3005331753554502,0.31186669643786374
Hwy 401 Collectors E Kennedy Rd Ramp / Kennedy Rd / William Kitchen Rd,43.7731878581501,-79.2838684736963,14228400,2,40772,4222,4,1,0,0,0,0,0,0,0.5618328959536677,0.25806451612903225,0.0,0.24561611374407583,0.3115257056033526
Eglinton Ave W / Marlee Ave,43.698042278248,-79.4393758387379,13458567,2,24100,2683,4,1,0,1,0,0,2,0,0.33204787974678573,0.25806451612903225,0.24092827004219408,0.5634478672985782,0.3110697792948329
Dufferin St / Castlefield Ave,43.7007564039266,-79.4517676711411,13458159,2,36046,2625,4,1,0,0,0,0,0,0,0.4966378959671586,0.25806451612903225,0.0,0.4615521327014218,0.310301057503809
Markham Rd / Lawrence Ave E,43.7598226553724,-79.2253243455431,13448547,2,42944,10876,7,0,3,1,1,1,0,0,0.5917996111238665,0.22580645161290322,0.12056962025316456,0.0,0.3102760460085023
Finch Ave E / Yonge St / Finch Ave W,43.7797690847475,-79.4155776979575,13446142,2,26981,9719,7,2,3,2,0,0,0,0,0.37162887006821044,0.4838709677419355,0.053164556962025315,0.0,0.31005785462595614
Avenue Rd / Lawrence Ave W,43.72225559917,-79.4156095128847,13454662,2,48384,5707,4,0,2,1,0,0,0,0,0.6662725014000404,0.12903225806451613,0.03291139240506329,0.2493483412322275,0.3098737784168301
Eglinton Ave W / Winona Dr,43.6981138040063,-79.4390402361421,13458554,2,20928,1660,6,1,0,1,0,0,2,0,0.28847005236590256,0.3225806451612903,0.24092827004219408,0.477132701421801,0.30976666828513644
Bay St / Yorkville Ave,43.6713577950786,-79.3901655740678,13463253,2,16477,12485,5,1,4,1,2,0,1,140,0.22673524357828959,0.2903225806451613,0.3209605046156482,0.643542654028436,0.3095166048041811
Queen St E / Jarvis St,43.6537161683713,-79.3732171518458,13466110,2,22444,8073,4,1,2,2,0,2,0,0,0.30895667144181094,0.25806451612903225,0.11550632911392406,0.8739928909952607,0.308957970572106
Hwy 401 Collectors W Keele St Ramp / Hwy 401 Collectors W Ramp / Keele St / Keele St S / Sir William Hearst Ave,43.7243788212803,-79.481588163829,13454472,2,56943,1146,3,0,0,0,0,0,0,0,0.7848799249342648,0.0967741935483871,0.0,0.0,0.30857894146892817
Finch Ave E / Leslie St,43.7900120952794,-79.3680670623351,13444761,2,53427,1492,4,0,1,2,0,0,0,0,0.7361077018488124,0.12903225806451613,0.027848101265822784,0.0,0.3083686062228295
Weston Rd / Steeles Ave W,43.770313218377,-79.546520738832,13447719,2,47399,821,3,1,0,0,0,0,0,0,0.6540523529220035,0.22580645161290322,0.0,0.0,0.30795058158721733
Jane St / Weston Rd,43.6913015858364,-79.500891136223,13459968,2,31419,4353,6,1,1,1,0,0,0,0,0.43308819203717597,0.3225806451612903,0.020253164556962026,0.3816350710900474,0.3066982330398603
Danforth Rd / Eglinton Ave E,43.7370972916531,-79.2461640653853,13452053,2,36110,4949,4,1,0,0,0,0,0,0,0.4973263891056879,0.25806451612903225,0.0,0.41771327014218007,0.3061581438463701
